Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,0,1,2,3,4,5,6,7
7-26-6568-62751-6,7,6568,26,62751,6,27/09/2021 03:50:05 pm,-31954.56738,109518297.5,-53962735.94,-9795832.847,90414847.27,-8360880.542,-16675438.1,33539886.02
7-26-6568-62751-6,7,6568,26,62751,6,27/09/2021 03:54:08 pm,81747168.79,34213217.86,-33174877.3,-13006507.68,14165210.1,-4140457.588,-2632875.47,17491959.76
8-25-443-61988-6,8,443,25,61988,6,27/09/2021 03:15:54 pm,64382784.09,43564945.22,-36001521.68,-11443676.51,7917337.442,-10133004.08,1757714.591,4355247.706
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 02:57:21 pm,193488864.3,-24092988.25,-84415146.88,653083330.3,22318588.79,3382489.442,1578220.565,649057.1746
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 02:59:42 pm,-35585439.99,48715296.63,83261954.33,11824579.83,-45271515.02,-8601114.567,73874239.63,-12090545.78
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 03:09:17 pm,21448892.1,122656005,38297811.83,391223.1874,36479684.44,-36364042.11,7422366.065,-25473130.88
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 03:12:27 pm,-127543998.3,38981631.92,-36562780.65,6740094.683,-32150816.66,2066071.548,9728986.637,49404581.97
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 03:18:42 pm,-50440248.72,154084212.2,-67317562.6,-7417653.521,127690787.2,-10754838.43,-22461958.07,46294562.18
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 03:24:29 pm,-57231513.69,61923715.74,67375864.5,12614222.47,-52956959.73,4000307.943,66249438.71,-5052295.281
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 03:27:12 pm,64281854.88,40952771.25,-35651144.52,-11370074.33,6899023.379,-13255885.66,735935.0682,1261606.369
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 03:31:27 pm,15599020.16,140745534.6,43529403.19,1263543.34,47334263.71,-29724519.22,12358124.94,-28640455.79
9-30-443-52981-6,9,443,30,52981,6,27/09/2021 03:35:00 pm,142128352.5,-11373478.72,-26641509.16,67994882.08,-5286834.861,-1311330.32,-899756.0868,-398346.207
10-30-443-60651-6,10,443,30,60651,6,27/09/2021 03:30:49 pm,70932908.15,41857437.15,-36782399.13,-12373543.16,17588894.01,-5868153.385,-3525557.036,21591059.56
10-30-443-60651-6,10,443,30,60651,6,27/09/2021 03:38:55 pm,134756609.5,-9547788.64,-18350528.34,-15970608.36,-9247610.281,-1984704.523,-1255151.93,-548324.5741
11-25-443-59925-6,11,443,25,59925,6,27/09/2021 02:32:44 pm,134744302.7,-9545054.603,-18358300.27,-15956013.29,-9244128.677,-1983424.193,-1249758.118,-545910.8933
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:03:34 pm,141476596.4,-11212069.59,-25908364.79,60570062.52,-5637161.913,-1370902.905,-931206.4888,-411641.6987
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:07:39 pm,-51635847.82,140414697,-72052365.57,-5098855.955,69297534.69,-13261074.69,-7805432.983,64057537.42
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:15:30 pm,134759977,-9548655.916,-18353689.84,-15930410.13,-9245918.927,-1984134.069,-1254753.864,-548645.8903
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:25:09 pm,134337576.5,-9326521.43,-18091682.27,-16110444.26,-9002706.513,-1912825.583,-900360.1084,-586658.7623
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:27:10 pm,134786014.4,-9554976.827,-18382960.63,-15635807.14,-9232003.692,-1982068.019,-1253361.777,-548086.9198
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:30:15 pm,-68039002.59,169588467.6,-71934640.1,-6584836.404,140710864.8,-11574833.69,-24450817.69,50740017.24
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:37:45 pm,-1525213.135,80182614.07,64384708.22,7672888.595,-41444659.07,-14424932.64,-7080605.845,-9059472.537
12-30-443-52645-6,12,443,30,52645,6,27/09/2021 03:45:24 pm,-50319728.2,125718725.6,-64483356,-3628999.482,33274330.16,-29382258.64,4607234.144,7632625.054
13-30-443-61998-6,13,443,30,61998,6,27/09/2021 02:58:54 pm,134342995.9,-9500781.956,-18057201.45,-16089419.61,-9393020.035,-1930216.414,-1132786.784,-528814.3376
13-30-443-61998-6,13,443,30,61998,6,27/09/2021 03:02:25 pm,-57495821.5,130678597.3,-68637764.79,-3387731.116,34118339.41,-28568503.32,4572288.42,13683802.68
13-30-443-61998-6,13,443,30,61998,6,27/09/2021 03:06:45 pm,148299384.9,-12901706.81,-33582780.24,138288448.7,-1970601.955,-747502.4011,-602157.7388,-272562.2868
13-30-443-61998-6,13,443,30,61998,6,27/09/2021 03:10:19 pm,-27519890.35,-50909674.58,-12840166.08,-2946201.455,6150162.154,-7274737.52,481668.6547,-8889612.723
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 02:32:55 pm,-53115878.05,-79436831.44,-13648710.17,-2203029.328,23412169.31,-3666632.313,-7880349.171,-14975898.41
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 02:56:32 pm,-53377828.66,-78959585.96,-10226495.34,-1615422.642,18825508.2,-4245860.185,-7607802.685,-11463522.25
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 02:58:32 pm,-52917754.59,-80106201.04,-12647557.84,-2097686.943,22326899.86,-2856242.772,-7868977.07,-13054905.44
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:00:33 pm,-40335583.64,-81286126.86,-11684527.67,-2843493.194,16609704.31,2350602.719,-12431608.07,-19037677.18
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:02:34 pm,-50002458.92,-75337035.03,-13275084.03,-2201427.199,19916474.46,-3203937.531,-6383872.744,-12393591.44
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:04:35 pm,-50246517.75,-60503111.78,-20437691.8,-2491432.81,17285400.28,-3045268.83,2959224.26,-14641517.01
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:06:35 pm,-54795502.87,-65596600.54,-15935009,-1656856.851,15692629.17,-4497192.635,-120798.0759,-12772604.81
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:08:36 pm,-45982076.18,-75206753.63,-15147345.44,-2845948.142,22053774.74,-2183840.28,-6539587.657,-13479904.91
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:10:36 pm,-51086887,-54818088.72,-22762705.7,-2534803.135,17248077.64,-3545412.15,5542320.214,-14674403.34
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:12:37 pm,-17741400.02,-40284462.62,-14432331.81,-3719151.943,4417422.083,-4940852.082,5349527.909,-6544391.628
14-25-443-55345-6,14,443,25,55345,6,27/09/2021 03:14:38 pm,134749572.9,-9545853.604,-18342098.52,-16047836.94,-9251237.969,-1985272.729,-1254852.178,-548834.4084
15-30-443-55700-6,15,443,30,55700,6,27/09/2021 03:06:25 pm,134679726.1,-9518049.608,-18361801.96,-16157129.51,-9199922.48,-1971095.97,-1244005.855,-519193.2922
15-30-443-55700-6,15,443,30,55700,6,27/09/2021 03:18:30 pm,-41358158.09,-33678493.79,-22269164.97,-2540285.421,10505416.22,-6169314.854,778534.323,-12167098.71
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 02:32:56 pm,-36737403.62,-53467272.66,-20174887.39,-3347197.874,13667660.75,-2081581.132,4220003.164,-11570251.42
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 02:56:36 pm,-49132850.89,-57290412.25,-15420432.44,-2077990.248,16942624.82,13051781.59,-7865393.532,-8382764.502
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 02:58:39 pm,-48831495.9,-60337452.55,-17494845.68,-2419594.131,19498278.61,52700.50453,-7922713.082,-9650447.065
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:00:41 pm,-40507317.97,-56341496.27,-15708838.05,-2995877.932,20215122.45,15093726.22,-12794936.28,-10183682.21
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:02:47 pm,-48036368.41,-58884396.93,-15960104.62,-2019975.639,12939769.59,-71981.71471,459669.1781,-6930054.311
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:04:52 pm,-54749532.52,-54901550.86,-13951786.45,-973893.703,9366768.453,-43938.18027,1155233.227,-5187825.987
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:07:04 pm,-64606169.43,-62585139.57,-11899984.29,-147147.8511,10994281.9,692456.1396,-488422.4662,-4719942.957
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:09:15 pm,-65149387.26,-58772963.11,-12679637.5,-51761.12142,10612617.43,-2560132.689,-1910590.721,-5610085.908
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:11:36 pm,-31199011.38,-50138766.28,-18553035.47,-3712096.867,14696928.76,10876699.93,-2759476.633,-8164975.676
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:13:43 pm,-18256619.25,-29672258.98,-17649925.76,-3505103.786,-1561624.906,-1892419.569,7456937.888,-1863888.725
16-25-443-65234-6,16,443,25,65234,6,27/09/2021 03:15:46 pm,134738499.3,-9543263.77,-18332758.4,-16158280.77,-9256361.134,-1985895.094,-1255158.779,-548284.7822
17-29-80-62835-6,17,80,29,62835,6,27/09/2021 03:49:42 pm,134742322.3,-9544281.433,-18332923.9,-16150789.49,-9257307.94,-1986495.498,-1256248.09,-549042.9105
17-29-80-62835-6,17,80,29,62835,6,27/09/2021 03:49:43 pm,134739044.9,-9543247.109,-18332521.45,-16158339.57,-9255453.555,-1985937.172,-1255732.036,-548131.4821
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 02:57:31 pm,67833277.57,82423773.86,20489397.64,-7502350.377,55976153.12,-18823013.12,-3071265.458,-27771825.2
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:03:58 pm,42434580.78,66843028.29,-44106965.63,-10646176.13,31345691.76,-5799345.451,-3623676.047,30834120.58
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:08:20 pm,8862903.67,59622613.36,-16529662.32,-3373657.252,-11239509.19,45531799.68,-25818768.41,26179543.15
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:18:42 pm,134739111.7,-9543275.472,-18332488.75,-16158339.06,-9255515.896,-1985953.845,-1255745.215,-548164.0025
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:21:05 pm,-100938785,28383504.21,-22237710.62,4756999.393,-19645190.43,122601198.3,-15290908.16,17064165.8
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:27:09 pm,67794334.13,82413464.07,20516157.22,-7498433.737,56009945.33,-18812005.65,-3050144.822,-27768124.53
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:29:55 pm,-51966413.19,137080439.9,-67068957.09,-3982512.417,40020991.82,-15072626.91,8751445.528,21515190.47
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:36:33 pm,122198943.7,7663154.122,-11052604.47,-14536351.61,2968809.2,-5131882.73,-1585134.469,-5642001.655
18-29-80-51511-6,18,80,29,51511,6,27/09/2021 03:45:23 pm,134685145.8,-9502286.143,-18291629.47,-16152916.57,-9169763.292,-1973186.836,-1216557.724,-570821.1427
19-30-80-53862-6,19,80,30,53862,6,27/09/2021 03:32:52 pm,103685979,17872159.33,-26526520.71,-14691409.1,13711760.17,-3449854.284,-4798416.023,7303356.509
19-30-80-53862-6,19,80,30,53862,6,27/09/2021 03:35:54 pm,103277884.8,18233035.64,-26634705.24,-14672162.94,14013527.8,-3469259.26,-4845308.951,7406626.202
19-30-80-53862-6,19,80,30,53862,6,27/09/2021 03:47:04 pm,-47127831.42,140991372.1,-69129349.97,-5298600.83,70746904.91,-9495079.639,-5928150.839,61284330.02
19-30-80-53862-6,19,80,30,53862,6,27/09/2021 03:50:07 pm,11624971.22,99240272.97,-50897513.76,-10347080.1,81791665.61,-7815291.147,-15353238.68,30594191.81
20-26-445-62103-6,20,445,26,62103,6,27/09/2021 03:27:13 pm,14581390.53,-50468208.2,74740777.97,854250.8954,24370239.66,10520470.35,320645.4052,18992161.45
21-164-0-0-0,21,0,164,0,0,27/09/2021 02:32:39 pm,23083474.73,-45003370.53,68009410.1,-333189.7546,22386067.36,10700268.3,-799768.587,16443416.42
21-164-0-0-0,21,0,164,0,0,27/09/2021 02:56:28 pm,14442244.04,-50377186.68,74823839.86,870519.0664,24483121,10549669.58,358271.5906,18952965.23
21-164-0-0-0,21,0,164,0,0,27/09/2021 02:58:29 pm,23235256.78,-44972437.75,67908049.67,-349310.9606,22272970.74,10659284.88,-901966.9755,16425242.37
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:00:38 pm,22409350.59,-45295693.44,68559025.04,-219616.1584,22280662.5,10664217.29,-931239.0687,16603414.84
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:02:38 pm,22671510.49,-44730976.14,68011213.37,-240918.8584,21393186.04,10192230.99,674755.8939,16448570.33
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:04:39 pm,23054064.67,-45009396.86,68029319.15,-330097.3754,22409091.21,10708439.58,-782146.7691,16446573.3
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:06:39 pm,23024027.56,-44911584.6,68027216.19,-320919.5618,22317943.28,10684491.51,-735044.7108,16407247.22
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:08:39 pm,23085703.18,-44898447.97,67985653.74,-327381.1668,22269752.56,10667336.38,-773768.3183,16400493.64
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:10:40 pm,23215202.73,-44983991.17,67919896.59,-347163.5417,22281537.06,10658913.58,-872735.5358,16432428.68
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:12:40 pm,23211542.66,-44975601.64,67923219.78,-346609.4912,22286465.49,10665036.02,-881305.3225,16429062.81
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:14:40 pm,23315862.82,-45058358.13,67875515.67,-363659.7915,22321510.88,10668745.74,-976749.6036,16459770.45
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:16:40 pm,23113444.07,-44997449.46,67988033.38,-336118.7476,22356057.11,10689352.04,-808810.9222,16442715.81
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:18:40 pm,23231124.56,-44986162.4,67908529.72,-348917.288,22267267.58,10651216.7,-875182.2678,16433174.27
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:20:41 pm,21787240.77,-44897310.06,68864148.94,-123396.5888,22175727.61,10673135.83,-384364.7604,16462048.17
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:22:41 pm,23212594.51,-44974419.17,67922661.16,-346711.7065,22286168.8,10665374.67,-883594.8185,16428442.92
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:24:42 pm,22569883.11,-44617367.67,68063782.33,-224282.6213,21383883.8,10211820.34,701363.2055,16397458.61
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:26:42 pm,23031362.31,-44912608.55,68021958.14,-321722.1046,22311212.47,10680863.84,-735987.4788,16407659.59
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:28:42 pm,23132949.94,-44996468.81,67975644.44,-338611.8435,22349853.01,10686958.77,-825716.2212,16437999.99
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:30:42 pm,23123761.6,-44941126.56,67963252.15,-339572.6528,22392822.91,10647125.68,-755149.0614,16428026.58
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:32:43 pm,22694002.85,-44637558.09,67967916.56,-236735.4497,21233487.64,10136674.39,742560.9064,16418674.99
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:34:43 pm,23173054.07,-44986573.56,67948086.62,-342479.2862,22311426.22,10672639.84,-847270.2925,16436059.49
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:36:43 pm,22989015.91,-44820315.23,67983835.23,-305023.3663,22024945.92,10545598.85,-428867.4396,16395192.45
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:38:43 pm,23177085.06,-44984096.05,67946378.22,-343028.3045,22313360.44,10674050.11,-858674.103,16433227.33
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:40:43 pm,23153523.85,-44985128.75,67961472.94,-340270.5277,22326232.48,10680571.85,-839230.238,16436530.03
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:42:43 pm,21835620.48,-44883219.79,68830150.7,-128069.4649,22129100.56,10657921.11,-405075.3829,16458862.04
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:44:44 pm,22650449.59,-44642658.87,67998219.91,-232193.4128,21271472.92,10152122.05,760382.9746,16420634.1
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:46:45 pm,23217420.26,-44982010.53,67919119.29,-347810.6773,22290066.75,10665002.87,-880384.5701,16427397.05
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:48:45 pm,23293781.56,-45062651.7,67889966.64,-361251.8193,22336254.14,10674206.72,-959576.6715,16462974.08
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:50:45 pm,23287686.32,-45062519.28,67893985.54,-360546.2983,22340120.08,10676301.13,-955639.1096,16463493.98
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:52:45 pm,23303620.72,-45059716.21,67883557.1,-362293.9678,22329555.26,10672241.16,-967903.6967,16461252.69
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:54:45 pm,23204395.19,-44979763.72,67928530.78,-346046.6022,22295559.61,10666981.33,-879703.0933,16429426.71
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:56:45 pm,23315677.63,-45059008.33,67875288.76,-363597.2159,22319800.19,10668553.26,-973454.3964,16460500.9
21-164-0-0-0,21,0,164,0,0,27/09/2021 03:58:45 pm,61054070.85,91697751.57,24425731.28,-6626085.707,62582814.76,-20514471.21,-3239764.415,-30516515.14
22-107-1721-1720-6,22,1721,107,1720,6,27/09/2021 03:52:15 pm,119986024,697095.3693,-21826297.78,-15135990.91,-5998250.338,-4939130.808,-1080211.921,-716952.2643
22-23-1721-1720-6,23,1720,212,1721,6,27/09/2021 03:03:49 pm,99273884.67,14975844.06,-26868321.61,-13741791.19,-1466848.075,-6382220.624,-491070.5696,831345.4745
22-23-1721-1720-6,23,1720,212,1721,6,27/09/2021 03:47:03 pm,14581950.01,-50468043.08,74740412.05,854193.2904,24369814.52,10520367.28,320183.5498,18992074.71
24-164-0-0-0,24,0,164,0,0,27/09/2021 02:32:39 pm,23083457.57,-45003523.74,68009411.69,-333191.5764,22386071.15,10700198.91,-799612.9478,16443470.75
24-164-0-0-0,24,0,164,0,0,27/09/2021 02:56:28 pm,14442315.41,-50377149.96,74823797.73,870511.6065,24483083.79,10549670.64,358169.1255,18952942.72
24-164-0-0-0,24,0,164,0,0,27/09/2021 02:58:29 pm,23297879.53,-45059904.97,67886902.77,-361558.4418,22330836.39,10673195.06,-960496.2838,16462721.27
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:00:38 pm,22409338.16,-45295705.7,68559035.21,-219615.5725,22280686.22,10664217.55,-931242.1256,16603415.08
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:02:38 pm,22671351.12,-44730900.32,68011334.45,-240900.7106,21393353.5,10192342.44,674697.9937,16448536.1
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:04:39 pm,23053883.7,-45009444.15,68029442.53,-330078.9737,22409242.7,10708489.13,-782040.9105,16446592.32
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:06:39 pm,23023960.2,-44911700.44,68027243.33,-320912.9199,22317927.37,10684438.94,-734810.8379,16407312.77
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:08:39 pm,23085855.3,-44898396.37,67985554.15,-327396.9755,22269644.69,10667307.2,-773895.7848,16400466.63
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:10:40 pm,23215097.62,-44983866.11,67919996.59,-347152.548,22281736.12,10659053.4,-872969.2591,16432349.12
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:12:40 pm,23211456.97,-44975531.52,67923299.09,-346601.1944,22286623.47,10665132.81,-881464.3371,16429010.07
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:14:40 pm,23315762.69,-45058410.99,67875568.66,-363647.7157,22321517.24,10668733.23,-976555.7093,16459818.14
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:16:40 pm,23113530.39,-44997634.28,67987924.37,-336125.7934,22355769.44,10689155.03,-808365.7231,16442853.52
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:18:40 pm,23231141.06,-44986215.33,67908518.53,-348921.0199,22267270.61,10651190.57,-875168.0149,16433185.17
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:20:41 pm,21787456.75,-44897379.14,68863981.44,-123417.9747,22175410.35,10673246.46,-384247.4725,16462048.55
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:22:41 pm,23212536.74,-44974451.19,67922688.36,-346704.1975,22286154.77,10665360.76,-883454.9145,16428477.39
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:24:42 pm,22569895.68,-44617275.11,68063787.51,-224283.1826,21383922.28,10211876.23,701206.0713,16397410.14
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:26:42 pm,23031434.69,-44912782.2,68021882.35,-321731.7238,22311066.37,10680723.93,-735732.7849,16407746.11
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:28:42 pm,23132898.47,-44996634.18,67975657.76,-338608.0801,22349820.69,10686874.29,-825444.5345,16438082.8
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:30:42 pm,23123840.16,-44941213.11,67963169.44,-339579.5363,22392635.7,10647013.9,-754912.4298,16428097.24
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:32:43 pm,22693993.88,-44637616.48,67967918.79,-236735.8348,21233490.08,10136648.31,742621.6104,16418696.17
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:34:43 pm,16021618.96,-34777930.01,70413340.58,1078151.181,15423735.86,9910996.414,6901679.201,12888360.8
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:36:43 pm,22988968.62,-44820238.41,67983866.5,-305015.1713,22024953.87,10545643.37,-428869.9841,16395179.75
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:38:43 pm,23177133.1,-44984189.88,67946327.72,-343033.7983,22313254.38,10673963.7,-858512.7092,16433281.19
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:40:43 pm,23153517.59,-44985201.56,67961476.69,-340272.2831,22326254.34,10680544.82,-839192.0913,16436548.06
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:42:43 pm,21835648.11,-44882884.04,68830183.95,-128070.2469,22129272.74,10658139.53,-405654.4708,16458679.58
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:44:44 pm,22650459.2,-44642622.77,67998221.2,-232194.6285,21271498.4,10152147.1,760299.3701,16420609.8
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:46:45 pm,42389779.96,-33912602.97,52583624.52,-3014567.072,16816091.9,10130660.96,-1504475.315,11402441.01
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:48:45 pm,23293876.5,-45062712.7,67889884.23,-361263.4647,22336145.37,10674145.18,-959450.6822,16462999.51
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:50:55 pm,23286952.96,-45062726.5,67894474.03,-360469.8248,22340670.56,10676448.67,-955112.7931,16463605.13
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:52:55 pm,23304547.64,-45060324.4,67882807.07,-362397.0031,22328377.93,10671420.69,-967125.96,16461586.38
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:54:55 pm,23202607.83,-44980206.12,67929778.71,-345869.3827,22297210.94,10667536.12,-878907.226,16429549.7
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:56:55 pm,23314188.22,-45058815.87,67876393.89,-363441.9569,22321466.39,10668694.34,-973623.8356,16460482.1
24-164-0-0-0,24,0,164,0,0,27/09/2021 03:58:55 pm,46319273.69,-2427426.463,42346391.69,-1133555.925,-41253221.77,8778395.874,25243887.53,4225970.717
25-4-60658-80-6,25,60658,4,80,6,27/09/2021 03:47:14 pm,-60952178.54,3537895.076,-10122755.12,2353566.349,-11479160.08,-18887911.89,-14307747.88,-2567766.61
8-25-443-51464-6,25,51464,8,443,6,27/09/2021 02:32:36 pm,-31459573.16,23127641.6,18698297.89,3234066.335,-19610451.31,-10449889.75,-6663109.149,17384423.45
